rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
48.41,152.53,28.6,0.613,8.63,0.5,1
6.89,47.01,38.3,0.476,0.74,0.5,0
12.45,101.95,24.2,0.323,3.76,0.8,1
24.62,146.32,39.2,0.355,3.31,0.2,1
16.11,69.25,35.5,0.652,8.92,1.0,1
2.42,45.59,24.2,0.387,8.22,0.5,0
5.09,42.2,32.1,0.477,9.35,0.8,1
1.18,43.17,34.0,0.527,3.3,0.2,0
26.18,126.07,23.6,0.281,0.75,0.5,1
7.92,59.08,21.6,0.392,0.56,0.8,0
2.21,37.44,32.2,0.508,5.59,0.2,0
9.47,60.9,36.0,0.522,2.07,0.2,0
8.18,51.32,30.7,0.124,1.08,0.5,0
3.77,32.13,18.0,0.311,4.19,0.5,0
1.02,3.43,44.1,0.882,5.67,0.5,1
9.46,56.17,36.0,0.399,9.11,0.2,1
6.24,56.05,34.2,0.489,0.17,0.2,0
12.58,73.87,34.7,0.27,0.43,0.2,0
6.24,59.87,29.2,0.662,4.33,0.8,1
16.25,73.81,48.4,0.285,0.61,0.5,1
6.82,85.0,21.1,0.255,0.52,0.8,0
7.0,50.15,37.2,0.35,0.77,0.5,0
17.79,139.23,29.7,0.607,1.35,0.2,1
4.39,40.86,42.0,0.251,8.25,0.5,0
1.22,30.87,36.6,0.69,6.17,0.5,1
0.25,38.34,32.8,0.511,1.55,0.2,0
11.96,73.23,44.8,0.525,3.73,1.0,1
8.23,52.66,43.4,0.364,4.43,0.2,0
10.35,76.05,17.0,0.746,16.49,0.5,1
2.04,37.13,23.3,0.381,0.32,0.5,0
1.25,16.9,35.5,0.471,1.69,0.5,0
0.12,9.74,43.9,0.8,11.09,0.5,1
3.67,59.44,29.9,0.833,2.89,1.0,1
7.58,86.88,15.9,0.31,5.81,0.5,0
4.23,18.89,34.7,0.245,0.99,0.5,0
4.89,29.05,23.4,0.335,1.28,0.5,0
19.93,120.65,32.6,0.557,8.55,0.5,1
3.64,41.63,28.9,0.573,4.25,0.5,0
6.13,52.39,32.7,0.301,6.85,1.0,1
13.01,97.24,44.5,0.242,0.92,0.2,1
4.29,30.37,31.2,0.571,1.05,0.2,0
8.27,66.16,15.6,0.571,1.32,1.0,0
16.86,121.09,33.2,0.189,6.63,0.2,1
25.38,120.79,27.3,0.544,0.93,1.0,1
1.35,31.0,38.3,0.671,4.21,0.8,1
22.2,99.42,30.8,0.284,1.49,0.8,1
5.76,46.81,37.3,0.506,3.58,0.8,1
2.54,31.17,43.2,0.35,2.13,0.5,0
5.22,47.41,28.3,0.316,1.14,1.0,0
33.27,212.89,49.0,0.145,4.13,0.2,1
5.77,56.59,21.8,0.19,4.5,0.5,0
3.39,26.86,34.7,0.332,5.37,0.5,0
8.53,74.61,15.7,0.667,6.57,0.5,0
2.33,35.72,24.0,0.638,1.19,1.0,0
0.67,9.5,34.5,0.664,1.87,1.0,0
1.17,48.55,16.5,0.485,4.01,0.5,0
1.16,28.29,19.7,0.687,4.28,1.0,0
1.4,12.77,26.4,0.419,18.39,1.0,1
1.27,43.58,33.1,0.664,0.88,0.5,0
8.7,53.98,13.8,0.561,3.3,0.2,0
1.71,0.76,31.1,0.405,0.48,1.0,0
3.61,28.66,34.3,0.258,0.51,1.0,0
19.3,103.36,29.3,0.57,2.13,0.8,1
5.46,7.77,17.9,0.52,3.1,0.2,0
9.36,60.01,33.9,0.41,0.88,0.5,0
1.61,28.14,33.8,0.343,0.22,0.2,0
1.82,9.57,31.6,0.5,1.58,0.2,0
0.35,25.39,35.9,0.572,0.94,0.8,0
1.57,27.16,23.9,0.412,0.35,0.5,0
2.78,11.38,35.6,0.669,6.63,0.5,0
1.66,43.66,22.2,0.301,3.34,0.5,0
0.79,35.93,29.0,0.402,4.87,0.2,0
1.09,19.13,17.9,0.421,5.45,0.5,0
5.25,38.91,39.7,0.612,0.62,1.0,1
1.96,41.76,32.3,0.503,1.19,0.8,0
3.85,26.91,47.1,0.233,0.22,0.2,0
5.95,20.06,45.0,0.478,8.34,0.5,1
9.97,71.33,50.9,0.364,5.94,1.0,1
0.34,8.86,19.7,0.279,1.23,0.5,0
13.66,87.36,33.8,0.314,1.41,0.8,1
8.4,73.72,29.4,0.448,3.34,0.5,0
0.73,20.55,32.2,0.327,3.45,0.2,0
17.58,114.93,26.9,0.444,7.77,1.0,1
21.56,129.74,16.7,0.252,0.11,1.0,1
0.54,30.6,36.3,0.248,9.79,0.8,0
2.76,19.18,46.6,0.391,7.71,0.5,0
13.95,90.13,32.2,0.738,2.69,0.8,1
11.72,84.18,27.5,0.385,0.47,0.2,0
1.73,28.75,44.8,0.192,3.68,1.0,0
2.0,34.75,28.4,0.357,3.68,1.0,0
3.93,77.1,43.5,0.702,0.36,0.5,1
5.63,17.81,41.0,0.683,10.24,0.5,1
8.19,69.74,32.1,0.416,3.75,0.2,0
3.91,48.66,35.5,0.483,2.97,0.5,0
5.28,54.18,36.1,0.783,3.28,0.2,1
11.7,61.87,34.6,0.275,2.86,0.8,1
0.32,46.82,22.2,0.508,0.37,0.5,0
2.47,0.0,35.9,0.669,5.54,0.2,0
10.62,58.83,11.7,0.321,0.02,1.0,0
19.17,99.71,36.4,0.287,6.61,0.2,1
6.09,42.77,32.7,0.189,0.59,0.8,0
6.46,76.42,25.5,0.38,1.4,0.5,0
0.96,2.17,39.2,0.514,1.74,0.5,0
5.04,30.31,29.4,0.573,2.2,0.8,0
6.47,47.5,31.2,0.3,2.39,1.0,0
2.36,32.8,15.1,0.159,3.82,0.2,0
2.67,26.54,29.3,0.497,2.3,0.2,0
4.03,32.39,22.4,0.548,5.32,1.0,0
0.17,42.04,26.0,0.345,0.45,0.5,0
3.3,53.17,25.3,0.345,1.43,0.2,0
2.02,22.74,16.5,0.14,1.07,0.5,0
3.37,7.59,30.6,0.39,1.43,0.2,0
1.08,0.0,32.0,0.747,0.85,0.5,0
18.8,123.89,33.0,0.21,7.78,1.0,1
7.65,59.89,30.7,0.36,2.57,1.0,0
9.66,45.99,41.5,0.38,3.71,0.5,1
13.23,54.71,15.9,0.365,5.32,0.5,0
5.87,40.17,34.0,0.201,1.39,0.5,0
0.77,34.36,41.4,0.444,7.85,0.5,0
6.55,77.32,16.2,0.449,2.27,0.2,0
7.51,15.11,31.4,0.312,3.86,0.5,0
11.63,86.12,33.4,0.275,0.1,0.5,0
4.8,28.59,23.3,0.385,2.08,1.0,0
1.16,3.97,25.3,0.241,1.32,0.8,0
2.84,17.75,38.6,0.359,0.14,0.8,0
3.83,40.37,32.9,0.521,1.64,0.5,0
8.82,62.92,27.1,0.503,6.93,0.5,1
7.19,64.56,37.9,0.36,8.47,0.2,1
3.74,33.31,37.4,0.553,3.21,0.5,0
36.6,184.82,27.9,0.366,15.55,1.0,1
7.91,60.96,31.2,0.541,9.77,0.5,1
2.3,10.8,35.2,0.434,4.21,0.8,0
0.91,5.66,27.8,0.401,0.85,0.5,0
1.41,32.66,34.3,0.616,0.49,0.5,0
2.4,29.39,25.2,0.258,4.1,0.5,0
1.49,34.49,26.4,0.357,1.99,0.2,0
1.76,21.87,26.9,0.202,0.19,1.0,0
2.85,45.07,44.7,0.296,8.81,0.8,1
1.62,17.88,40.2,0.372,0.2,1.0,0
19.3,151.86,32.9,0.647,5.96,0.5,1
0.71,27.85,32.9,0.4,2.98,0.2,0
6.32,51.45,17.2,0.296,2.11,0.8,0
4.49,42.82,34.8,0.461,4.32,0.2,0
34.33,121.23,27.4,0.253,2.51,0.5,1
1.01,49.29,34.0,0.349,3.4,0.2,0
4.31,45.17,40.4,0.335,3.29,0.8,0
29.66,148.87,16.5,0.493,3.49,0.8,1
17.05,89.77,33.8,0.539,17.98,0.5,1
14.44,73.17,32.9,0.483,1.32,0.8,1
2.54,42.78,23.8,0.5,1.4,0.8,0
1.59,24.95,34.8,0.646,1.71,0.8,0
9.39,29.2,32.7,0.27,8.84,0.2,0
22.53,83.57,38.0,0.272,3.06,0.2,1
6.92,56.37,20.1,0.173,10.01,0.5,0
7.21,65.42,30.2,0.535,5.38,0.5,1
2.79,29.62,50.7,0.319,1.1,0.5,0
12.47,65.62,35.8,0.321,3.21,0.5,1
1.76,1.66,35.7,0.586,0.32,0.5,0
3.32,55.85,27.1,0.427,3.11,0.5,0
4.71,45.26,19.3,0.245,0.8,0.2,0
6.02,48.02,45.5,0.738,2.01,0.5,1
2.36,46.47,19.9,0.476,3.26,0.8,0
1.04,22.83,49.5,0.509,0.81,0.5,0
8.02,60.13,20.8,0.502,5.3,0.8,0
2.89,56.09,22.6,0.223,2.48,0.8,0
7.4,47.5,26.9,0.378,7.86,1.0,1
1.43,32.49,31.8,0.188,1.41,0.5,0
5.58,62.79,38.7,0.507,5.52,0.2,1
6.46,56.92,47.1,0.276,0.09,0.2,0
0.45,19.69,28.2,0.683,3.06,0.5,0
3.49,29.46,14.3,0.289,7.11,0.5,0
1.23,35.0,34.1,0.524,6.76,0.8,1
0.56,33.71,36.4,0.052,3.17,0.2,0
39.11,245.46,29.2,0.664,3.69,1.0,1
3.31,47.17,23.0,0.695,5.53,0.5,0
14.11,108.51,26.8,0.524,2.97,0.8,1
2.5,27.6,35.0,0.061,6.14,0.8,0
9.73,66.49,31.4,0.579,3.5,0.5,1
12.14,84.45,37.3,0.032,0.62,0.2,0
7.7,36.54,24.2,0.161,5.54,1.0,0
5.42,48.39,40.5,0.217,1.68,0.5,0
4.51,55.34,22.0,0.645,8.19,1.0,1
3.65,50.84,27.5,0.81,1.85,0.2,0
22.55,99.3,33.5,0.379,1.06,1.0,1
15.09,80.49,37.1,0.715,1.37,0.8,1
28.5,121.51,25.7,0.205,0.77,0.8,1
1.13,36.44,45.4,0.708,2.26,0.5,1
11.16,65.04,36.3,0.331,5.24,0.5,1
23.68,143.27,24.2,0.506,4.1,0.5,1
1.7,45.88,36.8,0.427,7.8,0.8,1
0.58,25.98,36.0,0.457,0.08,1.0,0
11.49,47.93,37.6,0.464,5.42,0.8,1
7.26,49.59,43.6,0.634,3.56,0.5,1
15.67,105.33,36.4,0.464,12.71,0.8,1
1.28,10.16,28.0,0.647,6.76,0.5,0
13.48,81.85,38.7,0.376,1.25,0.5,1
1.91,26.41,36.0,0.496,7.59,0.8,1
1.52,34.58,33.1,0.436,7.91,0.2,0
1.53,38.32,28.1,0.304,6.62,0.5,0
14.32,67.5,43.9,0.747,2.83,0.2,1
9.3,27.58,31.8,0.173,7.19,1.0,0
6.29,63.34,34.3,0.455,1.44,1.0,1
3.78,14.11,29.6,0.151,1.63,1.0,0
17.83,86.66,38.4,0.366,3.97,1.0,1
4.24,31.69,27.8,0.209,0.11,1.0,0
14.42,78.49,39.4,0.416,4.0,0.2,1
4.92,58.97,20.0,0.467,1.47,0.2,0
4.02,76.08,36.4,0.419,8.59,0.8,1
5.28,20.84,31.0,0.63,2.02,0.2,0
3.05,48.89,36.1,0.451,5.25,0.2,0
11.7,75.93,32.2,0.122,1.21,0.5,0
5.94,64.29,21.1,0.172,1.52,1.0,0
2.25,40.87,31.0,0.342,0.78,1.0,0
19.54,109.89,46.5,0.792,1.05,0.5,1
4.12,36.43,37.6,0.526,0.43,0.8,0
6.67,42.99,26.7,0.417,3.65,0.5,0
20.14,136.92,45.1,0.275,6.97,0.5,1
8.32,48.44,38.4,0.25,1.27,1.0,0
1.06,20.4,28.4,0.416,1.37,0.8,0
23.89,153.41,33.8,0.571,9.11,0.2,1
8.4,73.56,29.9,0.371,0.36,0.2,0
3.47,62.44,19.5,0.215,0.37,0.8,0
1.27,6.44,39.2,0.304,5.6,0.5,0
13.43,72.78,23.3,0.565,1.1,0.5,0
8.23,57.55,30.6,0.242,2.88,0.8,0
6.48,29.75,36.2,0.35,2.33,0.8,0
19.07,115.33,44.5,0.815,3.08,1.0,1
13.21,66.07,17.6,0.206,0.34,0.8,0
1.4,2.59,29.1,0.29,1.81,0.5,0
3.18,24.39,34.0,0.629,3.89,0.5,0
2.43,12.95,38.4,0.611,0.96,0.5,0
11.58,53.55,43.9,0.396,0.62,0.5,1
0.29,1.72,10.7,0.326,2.2,0.8,0
7.17,39.75,34.3,0.171,10.93,0.5,0
12.22,63.21,12.5,0.482,11.27,0.5,0
17.8,113.89,38.6,0.425,7.21,0.8,1
3.56,50.25,21.8,0.651,1.13,0.5,0
14.64,82.79,42.6,0.108,4.5,0.5,1
1.0,20.45,22.0,0.45,12.43,0.5,0
15.93,102.85,37.9,0.524,4.32,0.5,1
1.16,13.61,26.3,0.283,3.59,0.8,0
4.3,29.58,32.7,0.791,0.47,0.5,0
13.57,86.46,33.9,0.392,5.24,0.2,1
1.38,0.0,23.8,0.228,5.55,0.2,0
2.21,29.04,26.6,0.412,0.71,0.2,0
10.89,75.76,20.0,0.246,1.93,0.2,0
10.82,89.51,12.2,0.201,3.19,0.2,0
8.71,23.71,24.9,0.373,1.08,0.2,0
10.06,60.44,31.8,0.46,15.46,0.8,1
6.65,52.59,36.5,0.164,0.69,0.8,0
2.47,6.03,38.8,0.624,12.73,0.5,1
3.61,21.45,18.0,0.26,0.69,0.8,0
1.7,25.31,25.9,0.607,2.6,1.0,0
20.32,80.37,38.1,0.366,16.54,0.2,1
7.44,56.07,31.1,0.236,0.82,0.5,0
4.35,40.76,23.0,0.437,5.08,0.5,0
5.27,32.37,29.0,0.413,2.71,0.8,0
25.01,124.59,25.8,0.275,2.08,0.5,1
1.41,27.09,16.8,0.804,2.05,0.5,0
7.5,31.58,37.9,0.186,3.1,0.2,0
5.99,40.82,26.4,0.442,5.53,0.2,0
8.04,62.19,45.2,0.351,1.5,1.0,1
0.16,23.36,42.3,0.154,20.79,0.8,1
17.48,112.65,36.6,0.493,9.02,0.8,1
22.86,131.45,27.4,0.363,2.57,0.5,1
7.08,67.34,26.1,0.65,2.91,0.2,0
10.14,55.46,31.0,0.561,4.89,0.8,1
21.74,67.03,28.1,0.351,1.33,0.5,0
10.44,17.84,42.9,0.381,2.63,0.2,0
1.41,52.91,20.7,0.661,1.6,0.8,0
7.3,39.69,36.8,0.282,2.1,0.2,0
7.93,54.41,33.9,0.21,6.16,0.8,0
4.69,66.36,39.2,0.673,2.69,1.0,1
11.33,60.54,32.4,0.287,6.84,0.8,1
23.15,100.9,34.4,0.513,0.81,0.8,1
22.08,129.8,46.4,0.307,4.14,0.5,1
5.09,15.5,19.2,0.371,7.52,0.2,0
1.02,29.55,19.8,0.119,0.79,0.2,0
35.61,168.31,29.1,0.202,2.48,0.5,1
15.52,58.82,30.9,0.291,8.97,0.5,1
1.13,16.43,23.6,0.467,11.51,1.0,0
21.56,112.93,18.7,0.365,5.49,0.5,1
17.34,95.21,14.5,0.18,4.08,1.0,0
6.22,57.46,37.9,0.335,0.72,0.2,0
7.61,54.13,31.2,0.37,14.22,0.8,1
4.33,25.17,40.5,0.178,0.06,0.8,0
0.48,22.0,28.3,0.697,2.95,0.2,0
3.47,55.8,36.2,0.625,0.78,0.2,0
13.8,93.35,31.2,0.514,11.08,0.2,1
0.04,36.58,33.9,0.046,4.11,0.5,0
3.45,17.23,28.5,0.45,8.0,0.2,0
4.32,59.61,18.7,0.338,2.15,1.0,0
6.55,66.86,45.4,0.3,5.09,0.8,1
21.45,112.19,40.3,0.737,4.63,0.2,1
3.61,40.99,27.0,0.088,7.52,0.8,0
3.62,28.79,46.1,0.532,0.17,0.5,0
11.37,61.64,26.7,0.534,2.93,0.8,1
5.12,40.48,30.2,0.58,5.34,0.5,0
2.16,39.7,37.7,0.349,15.59,0.2,1
5.12,35.24,26.9,0.266,4.66,0.8,0
1.29,21.61,27.3,0.667,3.46,1.0,0
1.65,23.55,29.5,0.28,2.75,0.5,0
5.86,87.29,30.8,0.595,1.45,0.5,1
4.61,26.54,20.7,0.35,0.56,0.8,0
20.94,153.59,14.0,0.261,9.72,0.2,1
3.83,31.37,43.8,0.693,0.78,1.0,1
7.39,31.64,28.1,0.392,4.82,0.8,0
8.5,67.43,19.7,0.508,5.92,0.8,1
0.11,0.0,37.8,0.177,7.43,0.8,0
9.26,56.32,26.5,0.476,1.46,0.8,0
1.67,26.56,23.0,0.478,8.24,0.8,0
27.59,73.74,46.4,0.154,2.68,0.5,1
1.37,32.38,43.8,0.968,0.74,0.8,1
4.55,25.21,19.9,0.551,0.41,0.8,0
0.76,2.38,42.8,0.738,0.37,1.0,0
49.03,247.78,42.4,0.419,4.0,0.8,1
5.93,80.37,34.5,0.54,4.87,0.5,1
7.69,22.91,32.1,0.241,2.34,1.0,0
0.59,28.63,24.2,0.429,0.75,1.0,0
11.78,43.1,20.6,0.604,11.31,0.5,1
2.0,22.62,33.8,0.634,2.05,1.0,0
19.41,79.52,39.8,0.366,0.3,0.5,1
1.95,34.64,35.8,0.315,1.06,0.5,0
1.8,17.01,22.9,0.692,3.52,0.2,0
0.32,0.89,26.4,0.764,2.45,0.8,0
5.43,43.75,32.5,0.42,2.66,0.8,0
7.07,60.55,34.3,0.458,1.21,0.5,0
0.58,18.28,18.2,0.297,0.01,0.8,0
12.7,61.85,34.0,0.382,0.58,1.0,1
5.13,43.09,37.1,0.357,10.64,0.2,0
6.32,25.58,22.9,0.444,3.37,0.8,0
4.94,47.19,25.1,0.117,0.69,0.8,0
4.35,38.67,25.5,0.506,0.79,0.5,0
6.97,63.59,44.9,0.467,9.43,0.5,1
1.43,31.32,29.4,0.354,0.92,0.8,0
1.71,17.39,32.1,0.105,0.34,0.8,0
16.82,107.07,36.8,0.152,10.71,0.5,1
24.83,141.08,28.5,0.812,1.06,0.5,1
3.97,33.73,19.9,0.208,7.75,0.8,0
2.68,7.6,35.0,0.619,5.77,0.2,0
8.78,62.62,35.3,0.675,1.52,0.2,1
4.47,40.26,25.5,0.509,14.37,0.5,1
0.22,32.69,15.7,0.643,10.35,0.5,0
1.44,47.29,35.2,0.508,1.38,0.8,0
10.7,72.5,36.2,0.261,0.96,0.8,1
9.14,70.15,14.9,0.292,0.2,0.8,0
0.23,14.21,35.9,0.561,9.62,0.5,0
2.13,17.03,44.8,0.365,8.1,1.0,1
2.23,46.07,22.9,0.42,4.38,0.5,0
9.47,83.95,31.9,0.683,9.4,0.5,1
0.17,4.81,36.0,0.346,1.29,0.8,0
0.93,34.41,24.6,0.542,0.42,0.5,0
13.68,88.18,37.6,0.692,5.76,1.0,1
1.67,9.6,41.5,0.236,14.27,1.0,1
8.99,58.67,39.5,0.415,1.12,0.2,0
2.31,16.12,25.5,0.642,0.95,0.8,0
0.89,0.0,39.2,0.085,10.67,1.0,0
2.37,27.07,29.5,0.332,4.83,1.0,0
10.89,66.48,25.7,0.206,1.26,1.0,0
16.45,100.45,22.5,0.274,3.13,1.0,1
15.07,149.11,43.3,0.662,2.47,0.2,1
4.3,46.48,29.9,0.473,5.03,0.2,0
9.37,61.12,41.4,0.43,2.1,0.5,1
1.95,36.64,22.1,0.107,1.98,0.2,0
2.95,27.37,38.0,0.089,7.23,0.5,0
19.27,86.19,20.1,0.596,4.67,0.5,1
0.11,25.73,14.0,0.246,4.83,0.2,0
0.76,26.73,50.0,0.275,1.21,0.2,0
1.98,18.76,18.2,0.448,2.31,0.8,0
0.23,0.0,30.7,0.316,3.43,0.2,0
1.7,18.6,41.9,0.24,1.14,0.5,0
7.44,52.83,39.7,0.43,18.88,1.0,1
4.65,39.76,30.9,0.792,2.26,0.5,0
18.97,127.37,33.9,0.341,1.75,0.2,1
14.46,86.3,34.4,0.498,7.24,0.5,1
3.56,38.67,20.1,0.747,1.08,0.8,0
2.55,12.78,26.2,0.354,6.16,0.5,0
4.06,33.27,26.7,0.91,10.88,0.8,1
7.58,32.19,28.7,0.461,4.84,0.2,0
2.65,6.27,25.9,0.733,2.62,0.5,0
8.32,54.38,25.2,0.489,0.5,0.2,0
4.48,55.24,28.1,0.657,4.58,1.0,1
6.83,18.44,28.7,0.595,6.84,0.2,0
4.87,37.05,31.2,0.342,2.04,0.8,0
2.96,45.93,22.7,0.472,5.51,0.2,0
25.2,171.84,38.7,0.543,2.95,1.0,1
12.26,66.89,41.2,0.331,5.69,0.2,1
1.28,14.85,25.1,0.554,1.19,0.5,0
17.24,68.0,20.7,0.485,0.02,0.2,0
5.68,53.23,36.7,0.517,21.06,0.5,1
19.12,69.95,44.0,0.376,0.7,0.5,1
13.67,91.59,15.7,0.238,8.02,1.0,1
4.71,20.17,13.7,0.606,0.35,0.5,0
0.19,34.18,23.0,0.387,4.02,0.5,0
2.66,52.56,35.7,0.338,0.22,0.8,0
6.63,64.18,46.6,0.238,4.22,0.5,1
8.53,18.24,37.5,0.299,0.43,0.5,0
2.54,44.29,33.1,0.767,3.53,1.0,1
1.28,0.0,36.1,0.194,1.71,0.2,0
15.31,95.73,24.6,0.486,2.83,0.2,1
35.37,142.79,35.8,0.415,0.19,1.0,1
6.34,49.2,27.2,0.698,1.66,0.8,0
1.6,35.64,24.3,0.621,5.76,0.8,0
2.7,30.76,24.8,0.443,5.68,0.8,0
0.16,0.0,35.3,0.421,4.11,0.5,0
20.88,104.68,38.0,0.357,11.4,0.5,1
1.06,25.4,33.3,0.265,4.13,0.8,0
7.3,49.24,17.7,0.175,1.61,0.5,0
2.72,10.87,15.9,0.227,4.27,0.5,0
6.87,71.29,24.2,0.659,1.67,1.0,1
8.96,67.13,26.3,0.432,3.53,0.5,0
15.05,110.93,29.3,0.349,4.2,0.5,1
1.97,15.85,18.4,0.17,2.31,0.2,0
0.09,0.0,36.8,0.598,15.6,0.2,0
1.25,36.2,36.4,0.184,0.4,0.5,0
19.57,134.74,27.9,0.662,2.69,0.5,1
17.6,66.5,32.8,0.161,8.6,0.5,1
7.73,59.51,19.7,0.097,2.2,0.2,0
7.8,65.7,29.6,0.297,3.61,0.8,0
9.3,54.88,41.1,0.325,2.01,0.2,0
1.64,27.89,35.1,0.58,11.92,0.2,0
20.89,106.03,19.8,0.509,14.26,0.2,1
4.61,48.75,40.7,0.229,0.79,0.2,0
4.11,19.01,35.6,0.244,10.31,0.5,0
6.22,45.01,30.5,0.618,2.74,1.0,1
0.41,8.39,35.9,0.613,3.24,0.2,0
1.55,48.71,22.6,0.369,10.93,0.8,0
11.39,65.8,32.6,0.343,5.07,0.5,1
0.73,11.8,34.1,0.657,3.78,0.2,0
7.86,42.32,44.2,0.098,8.0,1.0,1
2.39,18.27,17.9,0.167,4.08,0.5,0
4.19,63.54,28.6,0.378,0.3,0.5,0
2.9,55.36,44.7,0.613,4.52,0.5,1
3.74,48.67,24.2,0.433,10.85,1.0,1
10.79,97.26,39.5,0.257,2.89,0.8,1
3.0,39.58,11.2,0.6,2.94,0.2,0
7.1,50.82,14.9,0.584,1.24,0.8,0
5.49,55.8,27.4,0.648,3.14,1.0,1
9.26,45.29,38.1,0.413,10.55,0.8,1
23.48,151.08,19.8,0.501,1.27,1.0,1
11.21,93.13,28.8,0.19,13.09,0.2,1
2.06,38.98,21.0,0.106,4.69,0.8,0
0.27,9.42,24.4,0.176,0.94,0.8,0
2.59,0.0,31.6,0.13,4.63,0.2,0
7.68,44.59,27.2,0.485,2.09,0.5,0
0.45,0.0,24.0,0.536,3.36,0.5,0
5.83,24.98,29.1,0.567,7.5,0.8,0
7.72,28.16,36.2,0.292,0.92,0.5,0
3.46,28.96,20.5,0.558,2.26,0.2,0
12.53,76.73,31.1,0.446,2.19,0.5,1
0.96,39.48,25.9,0.287,4.45,0.2,0
0.66,29.59,28.7,0.829,0.27,0.5,0
11.07,88.27,39.8,0.36,0.78,0.2,1
5.82,55.89,44.3,0.292,2.21,1.0,1
9.91,38.6,25.0,0.5,2.99,0.8,0
4.85,40.69,34.4,0.531,0.17,1.0,0
2.4,6.99,35.5,0.297,2.23,0.5,0
14.53,109.34,40.5,0.422,3.68,0.5,1
13.66,50.29,42.8,0.192,0.55,1.0,1
10.08,75.47,30.8,0.291,2.21,1.0,1
2.7,38.02,48.2,0.414,5.11,0.8,1
7.58,31.9,47.0,0.185,0.36,0.5,0
3.81,44.55,31.6,0.39,3.68,0.2,0
0.82,31.32,32.4,0.167,1.84,0.5,0
21.19,132.22,35.3,0.515,2.28,0.2,1
1.25,36.98,28.6,0.36,1.7,0.2,0
25.5,91.75,35.2,0.655,0.33,0.5,1
5.02,42.63,31.8,0.346,3.47,0.2,0
1.74,25.58,15.7,0.546,2.1,0.5,0
6.64,51.78,40.9,0.201,6.97,0.8,1
17.54,63.46,44.9,0.114,5.01,1.0,1
11.2,64.8,14.9,0.643,3.29,0.5,0
13.96,61.13,38.7,0.5,1.03,1.0,1
9.14,46.29,28.9,0.157,2.52,0.8,0
10.02,63.83,33.3,0.159,5.71,0.2,0
16.08,98.78,31.5,0.396,0.47,0.5,1
2.44,8.73,32.6,0.696,0.48,1.0,0
5.71,41.6,31.4,0.375,0.94,0.2,0
2.13,43.44,40.9,0.151,8.26,0.2,0
37.36,255.89,35.7,0.54,2.7,0.5,1
24.51,149.97,29.5,0.334,14.18,0.8,1
0.34,12.3,35.8,0.647,8.24,0.8,1
10.39,78.25,46.6,0.159,1.0,0.5,1
22.05,65.1,18.6,0.503,16.19,0.8,1
1.69,24.83,28.9,0.218,2.56,1.0,0
7.13,58.21,41.6,0.257,7.76,0.8,1
21.0,128.15,37.2,0.74,2.45,0.5,1
0.29,15.66,44.6,0.437,11.1,0.2,0
10.16,49.59,16.1,0.074,5.17,0.8,0
3.0,13.13,41.3,0.533,2.85,0.5,0
21.95,137.76,38.8,0.434,4.57,0.8,1
30.11,148.91,39.5,0.579,0.98,0.5,1
24.54,123.83,33.6,0.243,7.34,0.5,1
5.46,53.48,16.9,0.518,1.21,0.2,0
16.84,72.81,32.3,0.708,3.42,0.8,1
15.82,61.48,29.4,0.774,18.01,0.5,1
3.27,24.42,32.1,0.757,0.21,0.8,0
15.01,90.53,37.2,0.459,0.72,0.8,1
0.32,32.25,33.6,0.438,4.41,0.5,0
7.71,53.12,26.4,0.42,3.85,0.8,0
2.22,21.29,33.7,0.409,4.9,1.0,0
1.09,21.64,18.8,0.582,0.07,0.2,0
0.68,29.75,12.2,0.524,4.36,1.0,0
10.13,75.07,29.3,0.263,10.77,0.2,1
3.53,16.73,37.7,0.311,1.95,0.5,0
10.97,70.72,39.8,0.503,2.56,0.5,1
0.57,39.37,32.6,0.372,4.58,0.8,0
3.22,16.27,41.5,0.265,8.07,0.2,0
6.59,34.62,20.8,0.191,5.32,0.5,0
13.29,60.55,46.5,0.787,12.41,1.0,1
3.26,44.37,43.9,0.413,5.11,0.5,1
8.36,52.72,33.7,0.43,1.28,0.2,0
18.46,82.07,17.4,0.212,8.59,0.2,0
8.13,45.48,30.5,0.709,2.7,0.8,1
2.25,41.81,22.9,0.484,9.52,0.5,0
0.21,24.62,34.3,0.078,0.26,0.5,0
17.35,69.33,23.2,0.127,3.96,1.0,0
0.18,22.91,31.1,0.616,0.05,0.2,0
17.65,92.81,23.8,0.356,0.62,0.8,1
6.4,37.28,23.0,0.463,1.37,0.2,0
23.78,127.02,25.1,0.702,5.11,0.5,1
13.63,46.1,15.2,0.623,2.07,0.8,0
52.55,161.5,36.6,0.488,2.22,1.0,1
3.67,3.73,26.8,0.557,1.33,0.8,0
12.39,60.28,36.1,0.59,7.04,0.8,1
4.37,43.23,34.9,0.318,12.59,0.2,0
5.56,46.14,17.8,0.403,15.53,0.5,0
8.39,66.34,27.0,0.524,2.8,0.5,0
17.59,105.54,32.9,0.33,0.17,1.0,1
35.19,212.25,43.7,0.11,0.39,0.5,1
12.43,86.28,29.3,0.525,7.83,0.2,1
4.6,35.68,31.6,0.709,3.45,0.2,0
4.65,54.62,37.5,0.542,0.76,0.8,1
11.37,53.33,39.1,0.446,2.92,0.5,1
2.32,66.74,44.0,0.28,3.63,0.5,1
